photo number,nose_x,nose_y,neck_x,neck_y,shoulderR_x,shoulderR_y,elbowR_x,elbowR_y,handR_x,handR_y,shoulder_x,shoulder_y,elbowL_x,elbowL_y,handL_x,handL_y,ass_x,ass_y,legR_x,legR_y,kneeR_x,kneeR_y,feetR_x,feetR_y,legL_x,legL_y,kneeL_x,kneeL_y,feetL_x,feetL_y,eyeR_x,eyeR_y,eyeL_x,eyeL_y,earR_x,earR_y,earL_x,earL_y,footBoardR1_x,footBoardR1_y,footBoardR2_x,footBoardR2_y,footBoardR3_x,footBoardR3_y,footBoardL1_x,footBoardL1_y,footBoardL2_x,footBoardL2_y,footBoardL3_x,footBoardL3_y
1,69,22,80,99,46,97,5,123,18,59,110,107,95,197,65,118,79,314,55,306,18,427,62,525,100,321,68,452,132,547,62,8,82,13,48,22,95,29,103,592,118,592,145,560,24,557,26,546,74,532
2,47,22,81,67,45,60,5,74,19,8,114,72,99,159,76,87,78,296,55,286,19,416,61,518,102,303,69,441,133,550,45,8,56,8,-1,-1,79,8,104,588,118,592,145,555,22,552,25,540,73,533
3,60,75,83,105,49,98,6,89,23,8,113,109,101,178,87,112,73,318,49,312,11,431,60,534,99,322,66,462,134,554,53,65,73,66,41,45,99,54,104,592,120,592,144,557,20,558,20,554,74,538
4,-1,-1,84,105,48,100,5,78,23,8,112,105,100,164,82,100,73,312,48,310,16,434,59,532,99,315,70,459,130,555,-1,-1,42,32,-1,-1,57,38,100,590,114,592,145,564,20,560,20,552,73,537
5,68,61,81,102,46,102,6,66,20,7,115,104,103,152,75,69,72,318,46,313,12,439,59,537,97,319,72,460,131,555,69,45,84,45,49,42,87,45,103,593,116,593,144,563,18,566,18,555,73,546
6,69,58,80,112,47,111,6,75,23,7,118,112,96,145,80,75,67,310,46,304,14,434,60,532,92,311,76,456,132,556,61,40,83,43,49,40,104,43,103,593,118,593,144,560,19,561,19,556,74,542
7,67,65,83,115,45,114,6,76,27,7,118,114,94,131,75,27,66,300,44,296,16,433,56,531,90,307,77,451,131,558,62,58,75,58,-1,-1,92,52,100,593,116,593,144,562,16,562,15,555,72,542
8,63,73,80,120,44,113,6,66,21,6,120,124,94,111,82,6,62,299,38,297,15,426,51,529,92,304,89,440,130,556,60,61,76,59,56,70,101,63,95,594,112,594,144,563,12,561,12,556,65,542
9,64,76,79,118,40,116,6,70,20,9,115,118,95,101,79,6,61,298,32,291,20,421,45,537,91,301,91,432,129,555,61,66,76,66,-1,-1,100,66,98,594,116,594,144,566,9,569,6,558,61,541
10,70,96,79,146,42,142,15,85,31,18,109,148,101,96,70,6,64,305,36,303,22,427,49,538,86,305,97,429,132,557,64,85,85,87,54,99,101,101,101,594,119,594,144,567,12,571,6,561,64,541
11,84,95,80,149,45,145,20,84,38,6,114,156,102,85,84,18,65,305,38,305,33,427,50,541,87,307,100,433,132,558,70,87,90,84,54,104,114,107,102,594,118,594,144,564,10,577,6,567,66,549
12,87,104,79,155,45,153,23,91,40,6,112,158,107,93,89,14,63,306,39,302,36,431,52,545,91,309,106,440,137,564,72,95,93,94,56,114,106,120,107,594,127,594,144,573,13,578,6,571,63,550
13,83,102,82,155,47,153,33,90,37,6,113,159,110,87,97,7,64,312,37,311,34,436,48,549,92,315,102,439,130,564,72,95,97,95,55,115,107,112,113,594,130,594,144,571,14,582,6,576,64,553
14,82,99,78,157,45,156,33,87,35,6,112,159,96,73,95,17,64,311,35,308,34,432,49,547,92,312,102,440,130,564,71,94,95,90,55,112,102,112,112,594,127,594,144,566,15,580,6,576,64,551
15,82,104,81,157,43,158,33,91,40,6,112,158,98,78,98,14,67,315,37,312,36,437,50,550,92,319,103,445,130,566,68,98,86,98,53,111,98,113,112,594,129,594,144,573,15,583,6,578,64,555
16,74,104,73,161,38,160,33,90,37,6,105,162,101,79,87,6,59,311,37,308,34,434,50,541,87,312,101,440,134,562,67,99,84,95,53,115,100,116,105,594,121,594,144,566,10,579,6,568,63,550
