photo number,nose_x,nose_y,neck_x,neck_y,shoulderR_x,shoulderR_y,elbowR_x,elbowR_y,handR_x,handR_y,shoulder_x,shoulder_y,elbowL_x,elbowL_y,handL_x,handL_y,ass_x,ass_y,legR_x,legR_y,kneeR_x,kneeR_y,feetR_x,feetR_y,legL_x,legL_y,kneeL_x,kneeL_y,feetL_x,feetL_y,eyeR_x,eyeR_y,eyeL_x,eyeL_y,earR_x,earR_y,earL_x,earL_y,footBoardR1_x,footBoardR1_y,footBoardR2_x,footBoardR2_y,footBoardR3_x,footBoardR3_y,footBoardL1_x,footBoardL1_y,footBoardL2_x,footBoardL2_y,footBoardL3_x,footBoardL3_y
1,130,21,96,102,73,107,82,217,145,252,121,98,115,188,141,221,84,302,65,307,80,441,17,553,104,298,139,426,102,518,124,8,-1,-1,102,23,-1,-1,134,553,136,547,90,527,38,592,26,591,5,554
2,127,20,94,98,73,105,90,208,145,220,117,96,113,188,145,205,80,296,61,305,86,437,18,541,101,291,141,419,101,510,121,8,-1,-1,99,25,-1,-1,131,550,133,540,88,519,35,592,21,586,5,541
3,111,15,80,98,63,100,95,192,146,190,99,89,107,174,140,173,70,298,55,310,76,452,16,548,86,294,123,429,87,519,103,8,-1,-1,85,21,-1,-1,114,555,115,542,76,524,29,592,19,590,4,547
4,105,18,79,95,60,95,107,165,146,115,97,92,119,184,144,147,69,301,53,307,75,456,13,548,84,291,120,430,85,513,101,8,-1,-1,82,16,-1,-1,111,550,112,540,75,518,29,592,16,587,4,545
5,98,23,72,93,59,98,115,143,138,61,87,82,128,158,146,87,68,312,53,318,75,457,13,544,82,302,114,434,82,520,94,8,-1,-1,75,23,-1,-1,106,552,107,540,72,524,28,592,18,590,4,544
6,99,28,75,93,63,99,124,83,141,8,88,88,140,124,146,30,69,305,52,309,77,454,14,540,86,303,116,430,88,512,96,9,-1,-1,77,19,-1,-1,107,550,110,540,75,521,26,592,14,583,4,540
7,103,43,75,103,74,108,130,79,144,7,85,100,135,100,146,27,73,316,59,319,80,464,14,552,89,314,121,443,90,525,99,27,-1,-1,82,34,-1,-1,114,557,114,551,76,534,28,593,14,588,4,552
8,106,58,76,112,75,119,134,82,140,7,81,108,136,92,146,26,76,314,61,318,78,462,16,548,93,314,123,442,91,523,103,51,-1,-1,83,58,-1,-1,116,555,118,547,78,529,28,593,16,584,4,547
9,112,65,84,108,92,105,138,79,145,6,67,114,135,87,145,48,85,312,66,312,75,452,17,547,100,312,125,432,99,522,108,54,-1,-1,89,58,-1,-1,125,555,125,547,87,530,28,594,15,583,5,547
10,108,53,80,104,80,104,133,66,141,6,72,104,136,72,145,44,82,292,68,297,68,441,18,552,98,291,122,415,100,520,105,41,-1,-1,87,51,-1,-1,119,558,127,553,87,524,30,594,17,591,5,547
11,105,56,80,106,71,106,129,69,133,6,88,106,140,96,145,28,80,284,67,286,56,416,17,547,94,284,112,407,99,514,97,53,-1,-1,80,61,-1,-1,110,561,120,553,86,514,27,594,14,592,5,545
12,94,66,72,115,61,113,110,70,122,6,89,117,146,120,138,19,71,279,58,279,42,407,15,543,85,279,95,405,95,509,85,61,-1,-1,69,68,-1,-1,107,560,115,550,84,513,17,594,4,586,9,548
13,85,66,70,117,55,115,107,64,117,6,90,117,135,115,146,69,70,278,56,280,42,404,11,537,85,276,94,407,94,496,82,64,-1,-1,63,71,-1,-1,102,533,108,528,85,509,21,594,11,586,4,539
14,84,73,70,120,52,120,105,67,122,5,91,120,130,101,146,38,71,284,58,286,41,408,11,538,85,282,96,408,99,503,80,71,-1,-1,64,83,-1,-1,122,548,130,536,87,508,21,595,7,587,4,543
15,81,84,69,133,50,135,97,78,120,5,89,129,122,94,146,47,73,294,60,296,42,414,10,545,86,292,94,412,102,502,76,84,-1,-1,61,97,-1,-1,127,544,130,538,91,511,18,595,6,592,4,547
16,79,84,67,132,47,134,90,78,112,5,87,130,111,88,146,38,73,291,59,294,42,419,11,545,87,289,96,408,100,501,74,84,-1,-1,59,97,-1,-1,122,543,124,533,89,510,17,595,7,591,4,547
17,76,78,66,133,46,137,90,73,111,5,86,125,112,76,146,30,73,290,57,292,42,416,9,547,88,290,100,408,100,502,68,78,-1,-1,56,97,-1,-1,119,541,123,532,88,505,16,595,5,591,4,549
