photo number,nose_x,nose_y,neck_x,neck_y,shoulderR_x,shoulderR_y,elbowR_x,elbowR_y,handR_x,handR_y,shoulder_x,shoulder_y,elbowL_x,elbowL_y,handL_x,handL_y,ass_x,ass_y,legR_x,legR_y,kneeR_x,kneeR_y,feetR_x,feetR_y,legL_x,legL_y,kneeL_x,kneeL_y,feetL_x,feetL_y,eyeR_x,eyeR_y,eyeL_x,eyeL_y,earR_x,earR_y,earL_x,earL_y,footBoardR1_x,footBoardR1_y,footBoardR2_x,footBoardR2_y,footBoardR3_x,footBoardR3_y,footBoardL1_x,footBoardL1_y,footBoardL2_x,footBoardL2_y,footBoardL3_x,footBoardL3_y
1,47,24,70,96,41,82,28,152,6,186,105,106,113,205,53,225,83,292,66,289,22,398,79,528,103,297,56,428,129,560,41,8,56,8,-1,-1,81,13,86,590,98,592,144,573,52,542,53,539,92,539
2,40,23,64,91,35,86,13,156,6,176,94,103,95,210,44,210,79,300,61,293,11,396,79,534,98,308,49,436,129,565,37,8,52,8,-1,-1,79,13,87,590,102,592,144,570,49,542,50,534,92,549
3,45,25,68,94,36,86,31,160,-1,-1,99,106,86,212,35,185,80,302,60,297,6,399,75,521,102,307,44,440,129,556,36,10,57,8,-1,-1,80,15,87,583,99,592,144,565,47,534,48,528,87,533
4,48,17,74,95,47,90,-1,-1,-1,-1,99,107,63,199,22,131,81,306,62,299,6,406,75,524,102,310,36,437,131,560,41,9,62,10,-1,-1,86,16,86,586,99,591,144,565,47,536,48,529,86,529
5,61,23,78,94,55,92,5,97,21,63,103,97,61,176,43,115,88,310,70,297,21,410,86,534,103,315,48,438,128,553,58,9,72,10,-1,-1,92,17,89,588,100,591,145,565,59,541,61,534,96,548
6,54,26,74,87,52,77,-1,-1,-1,-1,96,89,52,143,40,87,76,301,57,290,6,405,78,532,95,306,37,440,127,555,41,10,65,9,-1,-1,90,10,88,586,101,591,144,558,48,537,49,534,87,539
7,69,48,76,111,46,106,5,84,25,8,106,121,59,144,46,87,82,316,62,311,24,429,84,532,99,316,50,449,133,560,58,38,79,38,45,46,97,48,92,589,104,592,145,565,58,546,59,540,96,546
8,73,64,75,120,47,108,5,83,32,7,104,123,78,146,45,123,77,312,61,307,27,423,82,529,98,318,57,443,130,555,61,46,86,49,46,53,102,61,93,588,105,593,145,561,59,539,59,536,89,536
9,74,63,74,112,45,112,5,72,30,7,103,117,61,131,-1,-1,74,301,58,298,29,429,87,538,90,302,58,436,129,553,63,52,85,50,50,55,101,52,90,591,104,593,145,563,58,548,60,544,97,548
10,73,65,77,108,49,107,6,72,33,7,105,116,89,139,91,98,73,297,55,295,35,417,89,535,89,299,64,430,131,557,64,55,83,55,51,57,105,61,92,593,106,593,144,561,60,553,61,545,101,545
11,78,55,82,104,49,99,6,71,31,7,110,112,92,130,95,83,71,286,55,283,42,411,88,528,88,287,71,412,127,543,70,45,89,47,56,51,110,55,98,591,113,593,144,546,55,551,55,543,98,539
12,87,63,89,109,57,108,7,76,25,6,121,114,99,127,105,93,72,280,57,280,54,407,76,523,89,283,91,407,124,542,79,55,99,58,71,63,121,68,103,594,121,592,143,544,61,559,55,556,89,530
13,93,89,96,131,65,128,7,92,25,6,125,134,72,132,49,80,72,292,50,290,49,415,65,532,96,293,103,415,128,545,88,78,107,80,78,83,132,96,96,594,121,594,143,552,56,573,46,566,81,538
14,95,82,98,127,66,120,11,79,8,6,123,129,55,90,25,17,73,280,51,277,44,404,55,517,95,282,98,411,120,545,87,74,109,77,76,77,139,92,84,594,109,594,142,546,39,562,33,557,73,526
15,97,88,101,133,65,130,37,88,8,6,130,136,79,90,37,20,70,290,46,287,43,414,65,527,94,290,101,420,127,543,91,77,111,83,-1,-1,142,100,88,594,110,592,142,552,40,563,36,558,76,535
16,91,76,91,126,55,125,33,76,9,6,129,134,74,75,34,16,59,288,34,286,33,409,53,529,84,288,88,415,122,546,93,72,105,75,-1,-1,141,95,83,594,105,591,141,555,21,571,12,561,62,540
17,93,92,93,136,54,129,21,85,11,6,132,143,68,82,32,20,62,289,38,287,29,412,43,530,89,289,93,421,118,549,93,82,114,90,-1,-1,141,111,84,594,109,592,141,552,16,569,9,561,64,537
18,102,77,93,128,62,123,37,74,17,8,132,138,70,74,38,6,65,284,40,281,37,405,45,528,88,286,88,416,122,549,102,72,113,74,-1,-1,142,103,85,594,105,592,140,551,17,570,8,563,65,534
