photo number,001
 ,x,y
nose,31,23
neck,55,106
shoulderR,26,98
elbowR,40,172
handR,8,205
shoulderL,87,117
elbowL,90,227
handL,27,233
ass,87,291
legR,63,289
kneeR,55,432
feetR,129,442
legL,113,293
kneeL,98,432
feetL,124,557
eyeR,27,10
eyeL,47,12
earR,-1,-1
earL,71,35
footBoardR1,100,590
footBoardR2,118,590
footBoardR3,135,565
footBoardL1,142,489
footBoardL2,137,487
footBoardL3,142,430
photo number,002
 ,x,y
nose,31,24
neck,51,109
shoulderR,26,97
elbowR,37,169
handR,7,189
shoulderL,74,115
elbowL,70,223
handL,20,221
ass,81,292
legR,57,292
kneeR,41,413
feetR,106,465
legL,106,292
kneeL,103,429
feetL,131,552
eyeR,27,10
eyeL,44,10
earR,-1,-1
earL,69,40
footBoardR1,106,588
footBoardR2,119,590
footBoardR3,143,560
footBoardL1,96,517
footBoardL2,93,511
footBoardL3,120,463
photo number,003
 ,x,y
nose,21,23
neck,42,111
shoulderR,18,97
elbowR,24,181
handR,11,194
shoulderL,67,120
elbowL,55,223
handL,7,217
ass,69,291
legR,46,291
kneeR,20,410
feetR,81,474
legL,94,295
kneeL,105,431
feetL,133,542
eyeR,20,10
eyeL,38,14
earR,-1,-1
earL,60,41
footBoardR1,115,590
footBoardR2,129,586
footBoardR3,143,551
footBoardL1,67,544
footBoardL2,59,540
footBoardL3,94,474
photo number,004
 ,x,y
nose,41,15
neck,54,106
shoulderR,35,98
elbowR,38,192
handR,6,185
shoulderL,69,110
elbowL,56,212
handL,24,212
ass,75,288
legR,56,283
kneeR,29,402
feetR,75,500
legL,94,292
kneeL,108,427
feetL,137,535
eyeR,38,10
eyeL,52,10
earR,-1,-1
earL,68,31
footBoardR1,126,590
footBoardR2,137,587
footBoardR3,144,535
footBoardL1,56,562
footBoardL2,51,550
footBoardL3,85,502
photo number,005
 ,x,y
nose,28,22
neck,39,110
shoulderR,24,97
elbowR,27,192
handR,9,196
shoulderL,57,114
elbowL,40,216
handL,6,216
ass,61,294
legR,39,293
kneeR,6,401
feetR,46,529
legL,81,296
kneeL,103,425
feetL,137,527
eyeR,28,9
eyeL,39,19
earR,-1,-1
earL,60,41
footBoardR1,129,591
footBoardR2,139,581
footBoardR3,144,525
footBoardL1,15,581
footBoardL2,13,578
footBoardL3,57,533
photo number,006
 ,x,y
nose,41,20
neck,50,102
shoulderR,37,98
elbowR,38,183
handR,20,192
shoulderL,62,113
elbowL,50,210
handL,19,216
ass,68,292
legR,50,290
kneeR,18,397
feetR,37,554
legL,83,294
kneeL,101,428
feetL,136,506
eyeR,41,9
eyeL,50,11
earR,-1,-1
earL,68,41
footBoardR1,135,576
footBoardR2,145,570
footBoardR3,145,502
footBoardL1,6,591
footBoardL2,5,585
footBoardL3,43,559
photo number,007
 ,x,y
nose,52,18
neck,60,104
shoulderR,48,104
elbowR,50,184
handR,32,193
shoulderL,69,106
elbowL,58,210
handL,31,219
ass,74,297
legR,60,297
kneeR,29,407
feetR,32,573
legL,87,297
kneeL,100,425
feetL,139,487
eyeR,52,9
eyeL,62,15
earR,-1,-1
earL,76,38
footBoardR1,139,556
footBoardR2,146,553
footBoardR3,146,483
footBoardL1,4,591
footBoardL2,4,589
footBoardL3,37,589
photo number,008
 ,x,y
nose,65,23
neck,69,106
shoulderR,59,108
elbowR,59,175
handR,41,196
shoulderL,80,106
elbowL,68,207
handL,44,221
ass,81,296
legR,68,297
kneeR,42,412
feetR,31,573
legL,94,296
kneeL,101,428
feetL,139,462
eyeR,65,9
eyeL,73,18
earR,-1,-1
earL,84,41
footBoardR1,142,529
footBoardR2,146,522
footBoardR3,145,453
footBoardL1,4,577
footBoardL2,6,575
footBoardL3,35,591
photo number,009
 ,x,y
nose,69,16
neck,71,106
shoulderR,59,108
elbowR,62,175
handR,41,201
shoulderL,84,104
elbowL,72,199
handL,45,218
ass,83,293
legR,70,295
kneeR,45,423
feetR,29,571
legL,95,290
kneeL,100,437
feetL,138,435
eyeR,67,9
eyeL,77,10
earR,-1,-1
earL,87,43
footBoardR1,142,499
footBoardR2,146,492
footBoardR3,143,425
footBoardL1,4,571
footBoardL2,5,565
footBoardL3,33,591
photo number,010
 ,x,y
nose,72,17
neck,74,108
shoulderR,59,110
elbowR,60,181
handR,36,203
shoulderL,89,103
elbowL,79,198
handL,43,217
ass,87,286
legR,72,290
kneeR,47,417
feetR,32,569
legL,99,285
kneeL,97,437
feetL,138,425
eyeR,71,8
eyeL,80,10
earR,-1,-1
earL,92,42
footBoardR1,142,490
footBoardR2,146,483
footBoardR3,144,415
footBoardL1,4,592
footBoardL2,5,586
footBoardL3,35,586
photo number,011
 ,x,y
nose,76,12
neck,78,104
shoulderR,58,116
elbowR,57,188
handR,37,203
shoulderL,98,101
