photo number,nose_x,nose_y,neck_x,neck_y,shoulderR_x,shoulderR_y,elbowR_x,elbowR_y,handR_x,handR_y,shoulder_x,shoulder_y,elbowL_x,elbowL_y,handL_x,handL_y,ass_x,ass_y,legR_x,legR_y,kneeR_x,kneeR_y,feetR_x,feetR_y,legL_x,legL_y,kneeL_x,kneeL_y,feetL_x,feetL_y,eyeR_x,eyeR_y,eyeL_x,eyeL_y,earR_x,earR_y,earL_x,earL_y,footBoardR1_x,footBoardR1_y,footBoardR2_x,footBoardR2_y,footBoardR3_x,footBoardR3_y,footBoardL1_x,footBoardL1_y,footBoardL2_x,footBoardL2_y,footBoardL3_x,footBoardL3_y
1,-1,-1,81,79,118,81,144,170,115,150,38,79,27,177,-1,-1,52,294,77,296,140,407,92,562,27,294,73,405,25,544,-1,-1,-1,-1,110,9,67,13,61,562,58,553,6,562,134,582,126,591,80,575
2,-1,-1,78,80,115,80,144,152,129,80,43,82,41,172,-1,-1,51,305,75,305,135,406,89,562,26,305,74,406,23,545,-1,-1,-1,-1,107,9,65,16,58,565,56,558,6,565,129,584,121,591,77,574
3,-1,-1,75,81,111,83,144,124,121,53,39,85,-1,-1,-1,-1,48,310,73,310,137,408,88,564,23,308,77,403,21,549,-1,-1,-1,-1,104,9,62,13,57,564,53,555,6,564,130,585,121,591,75,574
4,-1,-1,75,81,110,85,144,92,123,26,36,81,-1,-1,-1,-1,50,310,75,314,143,410,88,561,25,310,81,408,23,534,-1,-1,-1,-1,101,9,66,15,55,555,50,551,6,553,132,585,123,591,75,572
5,-1,-1,74,95,109,95,141,80,122,9,39,95,-1,-1,-1,-1,55,318,79,322,144,421,91,567,30,320,83,421,23,549,-1,-1,-1,-1,104,24,60,26,59,563,54,552,6,563,130,587,121,591,79,573
6,-1,-1,76,122,110,122,143,83,110,8,41,117,-1,-1,-1,-1,59,331,83,332,144,429,92,561,34,329,86,429,27,547,-1,-1,-1,-1,108,47,62,59,60,568,53,561,6,563,133,583,122,592,77,573
7,-1,-1,74,121,111,124,139,77,112,8,39,116,74,117,-1,-1,61,326,85,326,144,430,94,562,35,326,84,430,25,545,-1,-1,-1,-1,106,57,60,62,58,561,52,556,6,561,133,590,122,592,78,576
8,-1,-1,79,130,113,131,137,69,110,8,44,127,71,125,-1,-1,65,322,86,322,144,438,93,567,40,322,83,438,24,547,-1,-1,-1,-1,106,66,58,78,58,562,53,558,6,567,136,588,123,592,80,577
9,-1,-1,80,126,120,131,144,70,110,7,40,125,73,113,-1,-1,71,316,96,318,144,440,96,567,44,318,80,438,24,551,-1,-1,-1,-1,107,73,59,79,59,567,55,561,6,564,139,587,130,593,82,576
10,-1,-1,78,128,119,131,144,63,109,7,37,128,64,77,73,38,74,309,99,309,138,438,94,567,50,311,74,432,22,549,-1,-1,-1,-1,107,75,62,85,55,564,51,560,6,564,139,587,128,593,79,582
11,-1,-1,80,131,115,134,144,65,111,7,36,131,65,70,78,20,76,304,101,304,129,439,97,562,49,304,59,424,22,552,-1,-1,-1,-1,101,79,56,86,53,567,49,562,6,570,142,592,127,593,81,574
12,-1,-1,69,130,111,130,135,62,102,7,25,127,69,83,65,42,70,295,100,295,117,430,98,554,39,295,37,417,11,538,-1,-1,-1,-1,96,81,45,85,34,571,29,570,7,557,143,593,129,593,77,565
13,-1,-1,64,135,108,138,132,65,98,6,16,135,34,68,42,19,64,292,95,292,108,417,111,549,30,289,21,411,10,534,-1,-1,-1,-1,94,88,40,93,27,578,16,575,7,550,143,594,129,591,98,557
14,-1,-1,68,138,119,137,136,74,107,6,25,138,29,81,45,24,66,296,102,296,114,422,116,556,37,296,28,420,8,544,-1,-1,-1,-1,97,91,42,103,25,577,20,577,8,559,142,594,138,591,104,566
15,-1,-1,71,148,111,154,131,81,121,6,27,148,39,93,50,35,71,305,108,305,118,426,123,558,37,304,32,421,10,546,-1,-1,-1,-1,103,107,47,111,8,581,10,579,8,561,142,594,142,593,111,568
16,-1,-1,77,148,114,152,128,78,119,6,36,148,44,82,50,33,77,300,111,300,116,424,119,550,41,298,36,418,17,536,-1,-1,-1,-1,100,108,45,115,9,579,8,577,19,551,142,594,142,590,114,564
17,-1,-1,87,149,135,149,141,74,139,6,38,150,42,88,53,28,85,303,129,303,135,433,133,561,42,301,38,428,13,551,-1,-1,-1,-1,114,106,47,114,21,587,13,584,9,569,139,594,-1,-1,129,576
18,-1,-1,77,147,117,147,120,76,120,6,38,148,41,84,52,21,73,292,103,295,116,422,111,546,41,291,36,418,19,536,-1,-1,-1,-1,98,101,45,112,38,584,33,582,8,554,142,594,138,588,95,556
