photo number,nose_x,nose_y,neck_x,neck_y,shoulderR_x,shoulderR_y,elbowR_x,elbowR_y,handR_x,handR_y,shoulder_x,shoulder_y,elbowL_x,elbowL_y,handL_x,handL_y,ass_x,ass_y,legR_x,legR_y,kneeR_x,kneeR_y,feetR_x,feetR_y,legL_x,legL_y,kneeL_x,kneeL_y,feetL_x,feetL_y,eyeR_x,eyeR_y,eyeL_x,eyeL_y,earR_x,earR_y,earL_x,earL_y,footBoardR1_x,footBoardR1_y,footBoardR2_x,footBoardR2_y,footBoardR3_x,footBoardR3_y,footBoardL1_x,footBoardL1_y,footBoardL2_x,footBoardL2_y,footBoardL3_x,footBoardL3_y
1,49,20,56,100,6,100,10,202,8,277,105,100,131,205,79,277,65,280,35,277,17,417,62,525,96,282,77,432,127,561,35,7,62,10,21,24,77,30,85,592,97,593,144,576,19,547,19,540,77,538
2,46,21,58,104,6,104,8,205,8,280,103,107,130,205,86,276,67,287,37,284,14,417,59,519,96,288,70,432,129,557,37,7,59,7,20,25,76,27,86,589,100,593,144,573,17,544,17,540,73,524
3,47,18,58,103,8,103,6,204,6,275,103,104,130,211,90,271,65,291,37,291,9,422,59,516,94,291,62,436,128,552,40,7,62,7,22,25,76,28,83,589,100,593,144,566,17,545,18,534,74,530
4,52,17,58,104,9,102,7,192,6,265,107,111,125,219,89,274,66,299,39,296,7,418,63,519,95,299,65,436,131,555,40,7,65,9,25,25,78,29,91,590,107,593,144,560,19,541,22,537,78,526
5,54,21,64,109,14,106,8,194,6,259,106,113,126,225,89,268,72,306,43,304,8,421,62,521,99,306,64,435,130,554,44,7,65,7,30,26,81,28,92,591,106,593,144,560,23,544,25,537,77,525
6,59,18,61,107,19,103,5,187,5,242,108,119,117,230,80,263,73,304,46,304,5,419,59,512,99,306,60,436,129,549,46,7,70,7,33,27,85,28,92,591,107,593,145,563,21,545,22,533,74,524
7,65,23,68,113,27,109,5,182,17,216,113,119,119,235,81,253,79,308,55,306,10,428,66,519,104,311,63,446,131,552,55,9,76,8,42,30,90,35,100,591,113,592,145,559,29,541,30,537,81,525
8,61,23,69,114,24,103,5,197,5,173,107,117,112,231,64,226,76,308,49,307,5,427,61,515,101,311,59,447,130,553,49,11,72,8,35,32,87,29,94,592,109,592,145,554,24,541,27,533,76,518
9,68,17,77,106,47,103,5,162,24,98,109,107,103,231,63,176,78,308,53,303,9,429,68,519,104,314,60,448,132,551,59,9,75,8,46,28,88,26,97,592,109,592,145,556,33,537,34,531,81,522
10,71,21,77,108,48,104,5,140,26,64,110,108,99,217,65,160,81,310,59,305,11,429,65,516,105,315,59,449,132,554,62,8,80,8,47,26,92,27,98,592,110,592,145,559,33,539,35,536,78,521
