user_id,type,photo number,nose_x,nose_y,neck_x,neck_y,shoulderR_x,shoulderR_y,elbowR_x,elbowR_y,handR_x,handR_y,shoulder_x,shoulder_y,elbowL_x,elbowL_y,handL_x,handL_y,ass_x,ass_y,legR_x,legR_y,kneeR_x,kneeR_y,feetR_x,feetR_y,legL_x,legL_y,kneeL_x,kneeL_y,feetL_x,feetL_y,eyeR_x,eyeR_y,eyeL_x,eyeL_y,earR_x,earR_y,earL_x,earL_y,footBoardR1_x,footBoardR1_y,footBoardR2_x,footBoardR2_y,footBoardR3_x,footBoardR3_y,footBoardL1_x,footBoardL1_y,footBoardL2_x,footBoardL2_y,footBoardL3_x,footBoardL3_y
015,layup,1,140,15,110,102,81,98,35,148,29,217,142,105,145,169,141,201,75,301,60,299,84,422,16,468,92,303,82,437,27,554,130,12,140,10,109,31,-1,-1,54,590,53,585,15,560,13,523,5,516,8,460
015,layup,2,134,23,109,110,81,101,36,150,26,208,142,114,145,185,141,208,77,297,63,293,99,421,38,514,90,303,72,430,16,560,125,13,135,10,106,38,-1,-1,47,590,47,581,5,568,53,579,44,577,27,510
015,layup,3,133,20,111,105,83,96,43,147,31,202,141,111,146,182,139,202,83,284,73,276,112,385,72,513,96,293,66,425,14,536,124,13,133,9,106,36,-1,-1,23,591,26,585,4,536,90,567,81,567,63,516
015,layup,4,128,14,108,101,83,99,44,149,32,194,137,104,146,176,139,205,90,278,76,277,118,383,93,530,101,286,65,415,13,526,120,9,127,9,102,29,-1,-1,13,591,14,584,4,526,119,573,111,575,86,541
015,layup,5,126,15,109,103,84,103,46,160,34,199,137,103,146,181,140,214,92,288,81,286,124,386,118,556,103,290,63,415,15,517,119,11,126,9,101,33,-1,-1,6,591,4,591,7,524,146,573,141,582,113,573
015,layup,6,113,23,100,106,78,108,44,172,34,207,125,104,132,190,126,217,86,298,78,289,113,395,125,571,97,300,59,415,14,501,106,9,113,9,92,32,-1,-1,5,577,3,575,6,501,147,562,142,575,121,591
015,layup,7,106,14,94,107,74,114,43,174,32,211,118,103,125,188,119,220,86,296,75,291,109,412,126,572,94,300,62,419,12,474,100,9,106,9,86,32,-1,-1,3,549,4,543,4,465,147,556,144,568,125,591
015,layup,8,101,22,91,112,70,118,41,184,33,220,114,106,122,188,115,223,83,293,76,291,108,419,125,571,92,297,62,430,14,438,95,12,101,9,83,41,-1,-1,3,499,6,493,8,426,147,552,144,561,123,591
015,layup,9,96,15,84,104,62,114,34,181,28,219,108,99,116,184,110,209,81,292,73,288,104,416,118,565,89,292,64,421,14,399,88,10,96,8,75,31,-1,-1,3,461,5,452,7,390,147,587,140,592,116,580
015,layup,10,99,13,86,111,60,121,31,196,23,239,113,106,122,185,119,214,82,293,70,293,113,404,115,561,94,293,77,438,16,404,89,12,97,8,75,34,-1,-1,4,460,7,458,7,388,146,588,139,592,109,573
015,layup,11,101,14,90,119,58,127,21,209,21,265,122,114,130,192,130,218,79,301,59,301,113,406,101,558,97,301,102,433,20,423,90,10,99,8,68,42,-1,-1,10,490,14,484,6,416,144,592,133,592,90,573
015,layup,12,107,14,90,121,53,126,8,222,36,285,130,109,141,195,138,221,70,292,39,294,119,407,73,557,96,292,142,409,31,458,90,10,104,9,62,41,-1,-1,53,521,53,516,8,451,127,585,113,591,53,569
015,layup,13,93,17,76,120,40,134,15,240,62,302,113,115,114,204,130,226,43,283,12,288,82,413,26,555,70,281,142,393,70,506,74,10,82,9,46,43,-1,-1,119,555,118,547,62,521,70,590,53,591,8,567
015,layup,14,77,14,69,125,47,135,49,246,87,299,91,118,94,207,103,275,49,296,29,297,59,431,18,559,66,291,115,373,110,535,66,12,73,9,50,44,-1,-1,145,552,143,547,101,552,50,588,39,591,5,571
015,layup,15,71,15,64,122,49,134,61,243,96,282,80,116,87,206,105,243,50,299,38,301,49,445,13,558,63,294,101,386,122,539,63,10,65,8,49,42,-1,-1,146,537,146,534,118,559,35,592,30,592,4,568
015,layup,16,69,13,68,119,55,132,72,233,105,248,82,117,88,188,107,206,58,303,47,307,48,454,11,555,69,297,102,406,126,545,63,13,69,8,55,47,-1,-1,147,538,146,530,123,565,30,588,24,592,3,560
015,layup,17,76,15,74,118,62,128,84,218,116,203,86,111,100,183,114,184,71,306,58,307,49,447,10,548,82,304,110,409,125,562,70,15,72,8,59,48,-1,-1,147,563,146,557,121,580,27,592,19,590,3,550
015,layup,18,81,13,81,114,70,122,96,188,125,150,92,104,112,149,128,134,83,307,70,309,52,445,9,539,94,307,120,418,125,564,76,13,78,8,65,46,-1,-1,147,592,145,580,119,582,21,592,13,585,3,534
015,layup,19,87,16,87,110,77,121,111,163,132,96,99,103,130,121,137,87,91,307,78,306,57,435,10,518,104,309,131,419,124,564,79,16,85,8,70,43,-1,-1,147,592,146,584,117,577,11,587,5,577,3,512
015,layup,20,92,18,94,105,81,112,121,134,132,57,107,93,139,93,140,43,100,298,86,298,64,431,13,487,112,298,136,426,121,562,83,13,88,8,71,45,-1,-1,146,592,146,582,113,574,11,555,4,543,7,480
015,layup,21,91,14,95,93,84,107,127,108,127,26,108,76,146,59,140,9,101,288,88,289,74,419,14,456,114,288,132,433,111,555,82,12,87,8,71,45,-1,-1,142,592,142,585,102,568,10,520,4,516,6,452
015,layup,22,89,29,91,106,81,111,129,98,119,26,100,93,146,60,131,7,99,278,89,280,81,408,19,443,111,277,119,424,100,545,78,29,81,25,69,60,-1,-1,123,593,126,583,89,558,12,500,4,492,10,430
015,layup,23,87,31,93,104,83,104,131,78,111,7,99,99,145,65,131,11,105,268,94,270,87,400,19,429,118,265,108,412,96,531,75,31,83,30,63,62,-1,-1,119,593,119,583,84,541,12,484,5,479,14,418
015,layup,24,82,58,92,119,77,121,120,74,105,7,107,119,145,100,128,45,102,283,92,284,92,413,25,445,111,283,93,412,78,535,70,58,-1,-1,59,86,-1,-1,93,593,96,584,65,540,13,494,5,489,17,435
015,layup,25,78,79,93,150,79,142,111,79,101,7,110,151,145,147,123,95,101,298,96,299,100,430,27,469,110,298,89,425,62,532,67,83,75,74,57,110,-1,-1,71,593,76,581,51,536,13,517,5,505,23,454
015,layup,26,75,108,91,169,80,158,99,84,99,6,101,173,145,201,125,152,101,322,101,326,101,455,28,498,102,321,83,442,51,537,65,109,-1,-1,56,138,-1,-1,51,594,57,590,41,541,10,545,5,541,18,492
015,layup,27,62,118,82,172,72,164,85,84,88,7,94,182,144,234,144,191,100,334,104,334,104,466,20,531,94,331,76,448,21,544,52,121,-1,-1,47,145,-1,-1,21,593,21,593,8,529,6,586,6,578,6,527
015,layup,28,62,123,77,179,73,165,79,84,79,6,79,181,124,251,145,225,93,326,103,331,103,460,34,538,86,323,73,433,19,518,52,123,-1,-1,47,146,-1,-1,17,567,14,567,5,520,33,594,31,586,22,544
015,layup,29,67,113,75,167,75,154,87,77,85,6,67,174,107,239,146,238,96,316,107,318,110,440,62,531,83,315,75,405,16,485,63,114,-1,-1,54,140,-1,-1,16,531,12,529,4,486,75,594,65,588,50,534
015,layup,30,72,108,80,165,77,154,86,84,85,6,74,168,116,231,146,248,94,311,105,313,109,426,77,538,84,309,74,395,14,466,65,113,-1,-1,61,135,-1,-1,12,502,10,502,4,466,97,594,89,586,69,544
