photo number,nose_x,nose_y,neck_x,neck_y,shoulderR_x,shoulderR_y,elbowR_x,elbowR_y,handR_x,handR_y,shoulder_x,shoulder_y,elbowL_x,elbowL_y,handL_x,handL_y,ass_x,ass_y,legR_x,legR_y,kneeR_x,kneeR_y,feetR_x,feetR_y,legL_x,legL_y,kneeL_x,kneeL_y,feetL_x,feetL_y,eyeR_x,eyeR_y,eyeL_x,eyeL_y,earR_x,earR_y,earL_x,earL_y,footBoardR1_x,footBoardR1_y,footBoardR2_x,footBoardR2_y,footBoardR3_x,footBoardR3_y,footBoardL1_x,footBoardL1_y,footBoardL2_x,footBoardL2_y,footBoardL3_x,footBoardL3_y
1,-1,-1,76,128,113,131,142,62,109,7,33,125,-1,-1,-1,-1,78,295,108,295,130,430,108,561,49,296,62,424,21,546,-1,-1,-1,-1,108,65,56,64,50,565,48,564,7,561,143,591,134,593,93,574
2,-1,-1,71,122,117,124,140,59,109,7,26,120,59,102,66,28,76,291,107,290,123,422,107,555,43,291,43,413,13,544,-1,-1,-1,-1,103,67,47,67,41,568,39,564,7,558,143,593,141,593,93,564
3,-1,-1,73,131,118,135,143,67,114,7,28,128,45,81,68,17,76,304,109,304,121,441,124,577,44,304,38,435,23,559,-1,-1,-1,-1,108,78,52,81,7,577,7,577,25,577,108,573,134,579,125,593
4,-1,-1,64,132,108,132,128,69,102,7,20,132,33,69,38,20,62,297,90,297,106,419,117,554,33,295,18,415,10,542,-1,-1,-1,-1,93,84,39,85,22,581,8,568,10,562,142,593,141,592,112,566
5,-1,-1,64,141,106,141,124,78,100,6,27,144,27,93,44,16,63,297,96,296,104,422,113,542,34,296,24,411,10,533,-1,-1,-1,-1,94,93,43,97,19,547,7,544,10,548,143,594,133,588,101,556
6,-1,-1,77,144,109,144,124,74,112,6,41,147,45,92,59,23,74,295,100,297,112,419,115,544,43,295,39,413,24,538,-1,-1,-1,-1,100,100,55,104,11,567,7,564,24,556,143,594,134,588,104,553
7,-1,-1,76,146,111,148,126,70,119,6,39,148,46,74,56,22,71,296,100,298,112,419,111,545,42,294,38,419,20,542,-1,-1,-1,-1,100,103,55,105,15,571,7,568,22,557,143,594,128,587,102,554
8,-1,-1,70,152,108,152,122,76,122,6,30,152,44,76,45,21,67,304,103,304,109,422,105,546,31,301,27,425,11,542,-1,-1,-1,-1,100,109,44,110,16,576,8,575,11,559,142,594,127,591,91,559
9,-1,-1,79,146,118,146,135,73,137,6,40,146,52,69,56,16,76,297,113,299,118,421,118,542,40,297,37,419,18,535,-1,-1,-1,-1,113,105,55,103,40,572,31,571,8,550,142,594,137,587,108,556
10,-1,-1,81,152,121,152,142,76,142,6,41,152,49,76,62,13,80,303,109,306,121,426,116,555,45,302,40,431,22,544,-1,-1,-1,-1,109,105,57,107,54,582,45,581,8,561,126,594,134,590,112,571
11,-1,-1,77,146,118,150,142,80,142,9,33,144,52,61,55,6,75,305,113,305,117,438,117,575,42,303,33,434,18,550,-1,-1,-1,-1,117,107,52,107,50,588,30,584,8,568,92,578,108,578,117,594
