photo number,nose_x,nose_y,neck_x,neck_y,shoulderR_x,shoulderR_y,elbowR_x,elbowR_y,handR_x,handR_y,shoulder_x,shoulder_y,elbowL_x,elbowL_y,handL_x,handL_y,ass_x,ass_y,legR_x,legR_y,kneeR_x,kneeR_y,feetR_x,feetR_y,legL_x,legL_y,kneeL_x,kneeL_y,feetL_x,feetL_y,eyeR_x,eyeR_y,eyeL_x,eyeL_y,earR_x,earR_y,earL_x,earL_y,footBoardR1_x,footBoardR1_y,footBoardR2_x,footBoardR2_y,footBoardR3_x,footBoardR3_y,footBoardL1_x,footBoardL1_y,footBoardL2_x,footBoardL2_y,footBoardL3_x,footBoardL3_y
1,76,56,79,98,45,95,5,93,30,8,114,99,104,164,83,89,76,306,52,302,12,416,55,519,98,315,68,442,132,549,-1,-1,-1,-1,50,32,107,38,103,592,117,592,145,556,14,543,14,538,70,525
2,64,60,78,106,46,106,6,89,34,7,114,106,102,161,83,89,71,315,47,308,8,429,51,523,93,321,68,449,130,552,62,52,77,52,49,45,102,48,102,593,117,593,144,559,9,548,9,542,67,535
3,56,41,78,103,46,102,6,67,29,7,117,103,103,142,87,70,72,309,46,305,11,430,53,530,94,317,72,447,129,554,51,19,72,26,-1,-1,103,29,103,593,118,593,144,567,12,552,14,545,67,535
4,60,45,78,102,44,102,6,71,27,7,118,102,101,137,87,66,71,308,44,306,11,424,53,523,91,310,74,451,133,554,59,28,74,31,49,38,103,35,103,593,118,593,144,560,9,554,11,543,71,536
5,74,55,83,114,44,114,6,69,30,7,116,114,98,121,88,67,71,305,43,301,15,424,52,527,90,309,77,443,131,553,65,42,85,42,52,54,101,55,101,593,116,593,144,564,13,553,13,546,65,534
6,78,70,82,119,48,113,6,73,29,8,118,126,95,109,89,6,66,298,42,295,19,422,50,529,94,299,84,437,132,557,66,60,84,60,57,63,106,63,106,594,121,594,144,565,14,555,14,548,65,539
7,74,81,77,139,42,133,8,84,26,21,110,148,95,76,78,6,62,305,36,301,20,425,46,530,90,309,90,428,131,556,62,68,83,70,50,82,102,87,102,593,120,594,144,568,6,556,6,549,62,543
8,78,74,78,133,44,125,12,72,32,6,111,137,101,70,89,8,62,298,35,295,27,418,46,531,93,301,95,423,132,558,68,64,93,64,54,76,110,78,107,594,126,594,144,564,9,560,6,549,62,545
9,80,91,76,143,40,143,17,89,37,14,111,146,105,89,80,6,62,305,39,304,28,424,45,531,94,308,98,424,130,556,72,81,91,79,56,92,107,95,109,594,127,593,144,561,6,561,6,556,61,541
10,82,88,77,149,44,146,23,85,36,10,109,150,102,85,84,6,62,301,36,298,30,419,46,531,90,302,98,421,130,551,71,83,94,81,53,99,109,99,102,594,126,592,144,560,8,563,6,551,62,539
11,86,107,76,162,45,162,26,93,42,14,109,164,105,91,91,6,62,311,40,310,39,431,50,539,91,313,108,430,138,564,72,102,92,102,56,118,108,120,112,594,131,594,144,573,8,568,6,564,62,550
12,82,102,74,156,41,158,33,88,39,7,105,156,99,75,91,6,62,307,37,307,37,424,51,539,85,310,104,426,133,564,68,91,88,91,52,108,100,108,110,594,127,594,144,568,7,566,6,563,62,550
13,80,102,72,159,40,160,35,92,48,6,102,158,97,76,91,9,62,314,36,311,36,433,52,548,85,314,107,438,131,575,67,92,85,92,52,108,97,109,104,593,120,594,144,582,6,572,6,564,66,559
14,74,101,71,158,38,158,23,88,38,6,102,158,96,82,87,10,57,312,35,308,35,432,51,538,84,314,105,435,132,573,67,97,84,97,51,111,99,111,105,594,122,594,144,582,6,564,6,558,63,550
