photo number,nose_x,nose_y,neck_x,neck_y,shoulderR_x,shoulderR_y,elbowR_x,elbowR_y,handR_x,handR_y,shoulder_x,shoulder_y,elbowL_x,elbowL_y,handL_x,handL_y,ass_x,ass_y,legR_x,legR_y,kneeR_x,kneeR_y,feetR_x,feetR_y,legL_x,legL_y,kneeL_x,kneeL_y,feetL_x,feetL_y,eyeR_x,eyeR_y,eyeL_x,eyeL_y,earR_x,earR_y,earL_x,earL_y,footBoardR1_x,footBoardR1_y,footBoardR2_x,footBoardR2_y,footBoardR3_x,footBoardR3_y,footBoardL1_x,footBoardL1_y,footBoardL2_x,footBoardL2_y,footBoardL3_x,footBoardL3_y
1,61,22,65,99,24,99,5,184,12,249,105,99,127,207,78,249,76,291,50,291,24,409,51,530,102,294,85,422,131,554,50,7,68,7,35,22,81,22,102,591,117,593,145,561,9,552,11,540,65,540
2,63,17,69,97,29,96,5,175,27,219,107,97,117,205,73,223,79,289,55,287,21,409,55,523,102,292,80,424,131,553,53,8,70,8,39,18,82,18,102,592,116,592,145,561,15,547,15,539,67,538
3,64,18,69,98,31,95,5,179,5,147,106,98,116,207,76,204,77,292,53,291,21,412,55,522,102,295,79,422,131,549,53,8,73,8,42,20,86,20,104,591,118,592,145,557,16,545,16,540,67,536
4,65,17,72,89,36,84,5,160,17,98,107,94,110,198,72,161,76,296,54,290,25,411,59,519,98,304,75,431,131,545,57,9,75,8,44,20,86,21,104,589,117,592,145,557,21,542,23,532,71,526
5,64,20,75,91,41,91,5,137,22,51,104,92,101,186,64,118,76,295,53,292,24,414,58,523,98,302,75,435,132,552,58,8,75,8,45,15,89,25,101,592,117,592,145,555,19,551,21,538,69,534
6,50,36,76,71,46,71,5,100,25,8,105,76,103,158,75,84,77,296,53,288,21,410,61,516,100,299,75,431,133,549,-1,-1,61,24,-1,-1,85,17,108,591,123,592,145,556,23,545,23,535,75,532
7,72,46,78,89,48,84,5,93,28,8,106,93,100,158,80,84,76,303,53,298,19,422,59,523,95,311,76,442,134,553,66,38,80,35,53,35,100,26,108,592,122,592,145,559,23,549,23,540,72,536
8,57,37,76,95,47,92,5,76,26,7,109,95,100,147,82,80,74,301,52,298,21,423,62,521,97,305,74,444,134,555,54,21,67,24,51,24,94,25,106,593,120,593,145,557,24,551,26,539,76,532
9,69,39,77,96,43,96,5,71,26,7,108,96,102,138,86,63,70,303,51,300,19,427,61,532,91,309,77,447,133,555,62,23,79,23,50,31,102,20,105,593,120,593,145,556,25,555,26,543,73,539
10,66,40,77,107,44,107,5,71,29,7,108,107,99,138,86,70,69,306,47,303,18,428,58,529,94,308,81,448,134,555,56,25,78,21,47,40,102,22,108,593,121,593,145,564,21,553,23,548,72,537
11,66,55,76,110,42,110,5,75,28,7,111,110,98,125,85,24,67,300,46,297,22,427,59,529,90,301,80,443,132,552,59,39,76,39,47,52,91,55,106,591,121,593,145,562,20,556,20,549,72,533
12,70,68,73,126,39,124,5,74,22,10,103,128,86,58,79,6,63,297,42,295,22,421,57,529,89,299,86,433,130,554,60,55,78,58,48,68,91,73,107,594,120,594,145,558,19,558,19,551,70,536
13,66,75,77,125,39,122,5,73,27,6,105,134,95,95,80,10,64,296,41,292,27,418,53,523,90,299,90,426,133,548,61,69,77,69,50,73,90,73,108,594,124,591,145,554,22,557,20,551,66,533
14,72,71,69,127,38,124,6,71,22,6,105,133,97,80,84,12,64,290,38,288,26,414,53,520,84,295,97,419,129,546,64,64,84,60,49,74,98,71,111,594,127,589,144,549,20,555,17,549,68,530
15,75,79,67,134,34,132,6,81,22,6,101,136,96,64,82,16,60,289,36,288,27,408,47,524,83,290,96,418,131,543,62,74,80,71,45,86,95,94,111,594,129,592,144,549,12,560,9,551,62,528
16,78,87,71,145,34,143,6,85,21,10,102,146,99,79,88,6,60,297,32,293,26,411,48,527,90,299,99,412,132,549,62,84,86,83,42,98,96,100,114,594,135,590,144,555,11,563,6,554,62,534
17,77,102,69,154,33,153,9,92,21,17,102,155,100,87,92,6,59,304,29,302,29,414,48,533,84,305,100,419,131,548,62,95,84,95,44,110,96,113,113,594,135,592,144,553,11,566,6,560,63,537
18,75,110,69,157,36,157,17,97,19,24,100,157,100,83,96,6,57,310,34,310,34,426,52,540,85,310,103,434,137,565,67,100,85,101,44,115,96,115,120,594,137,594,144,570,13,577,6,567,69,550
19,74,95,65,148,30,148,10,84,10,6,97,148,91,63,93,13,56,295,26,295,26,415,52,531,78,295,100,419,134,553,58,90,78,90,41,105,91,106,115,594,138,589,144,561,8,565,6,553,67,538
20,68,102,60,155,27,153,13,89,12,16,91,155,87,74,87,5,51,303,27,303,27,425,49,530,77,303,94,425,129,549,54,93,76,91,37,112,90,118,110,595,129,592,144,559,9,560,6,549,63,542
21,65,105,60,157,27,157,10,93,8,23,96,157,91,74,85,5,55,309,24,309,24,429,55,529,79,311,99,431,136,548,55,103,77,96,40,117,88,115,115,595,135,592,144,555,8,557,6,550,71,542
22,66,104,61,157,27,157,9,96,6,22,93,157,90,73,79,6,55,313,22,313,27,430,57,532,77,313,95,431,133,554,55,101,76,97,38,116,90,116,112,594,130,592,144,560,9,560,9,549,68,544
