photo number,nose_x,nose_y,neck_x,neck_y,shoulderR_x,shoulderR_y,elbowR_x,elbowR_y,handR_x,handR_y,shoulder_x,shoulder_y,elbowL_x,elbowL_y,handL_x,handL_y,ass_x,ass_y,legR_x,legR_y,kneeR_x,kneeR_y,feetR_x,feetR_y,legL_x,legL_y,kneeL_x,kneeL_y,feetL_x,feetL_y,eyeR_x,eyeR_y,eyeL_x,eyeL_y,earR_x,earR_y,earL_x,earL_y,footBoardR1_x,footBoardR1_y,footBoardR2_x,footBoardR2_y,footBoardR3_x,footBoardR3_y,footBoardL1_x,footBoardL1_y,footBoardL2_x,footBoardL2_y,footBoardL3_x,footBoardL3_y
1,-1,-1,62,127,108,139,143,77,108,8,22,126,55,81,66,35,59,314,91,315,127,444,76,571,29,311,72,438,22,562,-1,-1,-1,-1,100,70,43,75,43,576,39,571,7,577,127,591,112,592,59,586
2,-1,-1,63,128,111,136,143,72,109,7,16,125,55,79,74,25,63,305,93,305,122,439,79,568,29,305,63,428,23,555,-1,-1,-1,-1,98,72,42,75,45,572,41,566,7,572,125,591,111,593,61,578
3,-1,-1,62,128,108,134,142,65,108,7,12,119,46,62,63,8,59,296,91,296,111,425,84,562,29,296,49,419,17,548,-1,-1,-1,-1,94,69,42,79,45,566,32,563,8,563,128,593,111,593,66,568
4,-1,-1,66,128,111,134,142,66,108,7,23,128,31,85,47,23,69,291,105,289,108,415,103,550,34,289,42,415,23,540,-1,-1,-1,-1,97,75,47,85,50,560,42,560,8,553,138,593,128,592,86,560
5,-1,-1,65,135,116,137,141,70,112,7,13,138,22,83,34,22,65,288,103,288,107,416,110,548,25,286,20,419,16,539,-1,-1,-1,-1,98,90,38,91,38,549,13,545,9,552,137,593,-1,-1,107,564
6,-1,-1,63,139,114,139,132,70,117,6,9,140,33,70,36,14,61,290,98,292,112,416,114,552,31,287,27,413,23,547,-1,-1,-1,-1,94,90,36,97,60,560,43,552,9,562,139,594,141,591,105,569
7,-1,-1,66,151,117,151,117,75,117,6,16,153,37,85,42,25,62,299,104,300,113,422,113,552,29,295,29,417,13,540,-1,-1,-1,-1,97,102,37,108,49,568,33,561,9,554,141,594,141,592,97,566
8,-1,-1,70,152,116,152,116,80,112,6,24,155,29,98,41,39,66,301,99,301,112,420,104,547,27,301,24,417,17,536,-1,-1,-1,-1,92,109,41,118,29,563,17,561,9,551,141,594,133,590,89,557
9,-1,-1,76,152,127,149,131,75,125,6,27,154,46,75,47,26,74,301,108,303,125,424,114,550,28,299,27,421,19,540,-1,-1,-1,-1,103,106,46,116,32,571,19,569,9,557,133,594,141,588,103,565
10,-1,-1,77,152,126,150,131,80,126,6,28,153,39,82,49,22,75,299,105,302,124,421,109,548,28,299,28,417,19,534,-1,-1,-1,-1,105,107,47,117,30,571,19,567,9,550,137,594,141,589,99,562
11,-1,-1,79,148,118,148,127,76,118,6,36,155,43,76,46,22,68,305,114,307,118,426,114,551,36,302,36,417,12,540,-1,-1,-1,-1,107,112,46,112,39,572,23,565,9,556,138,594,141,589,102,562
