photo number,nose_x,nose_y,neck_x,neck_y,shoulderR_x,shoulderR_y,elbowR_x,elbowR_y,handR_x,handR_y,shoulder_x,shoulder_y,elbowL_x,elbowL_y,handL_x,handL_y,ass_x,ass_y,legR_x,legR_y,kneeR_x,kneeR_y,feetR_x,feetR_y,legL_x,legL_y,kneeL_x,kneeL_y,feetL_x,feetL_y,eyeR_x,eyeR_y,eyeL_x,eyeL_y,earR_x,earR_y,earL_x,earL_y,footBoardR1_x,footBoardR1_y,footBoardR2_x,footBoardR2_y,footBoardR3_x,footBoardR3_y,footBoardL1_x,footBoardL1_y,footBoardL2_x,footBoardL2_y,footBoardL3_x,footBoardL3_y
1,-1,-1,104,95,126,88,-1,-1,-1,-1,79,106,35,182,4,106,126,300,143,296,104,429,137,531,109,303,68,438,126,555,-1,-1,70,7,115,26,77,25,86,585,94,593,137,561,99,537,101,539,146,541
2,-1,-1,99,80,124,76,75,94,34,37,79,94,26,147,4,54,124,297,141,290,99,430,136,530,107,299,62,431,124,556,-1,-1,-1,-1,110,17,75,7,85,584,96,593,136,563,97,539,98,540,146,541
3,-1,-1,102,93,123,81,72,88,35,24,80,99,15,133,4,28,124,304,142,297,98,439,137,533,105,308,59,442,124,555,-1,-1,68,7,113,24,72,21,90,590,99,593,137,565,101,548,102,543,146,541
4,-1,-1,98,89,122,81,78,82,66,64,75,96,4,113,7,7,120,298,142,294,100,433,137,532,99,302,53,440,124,554,-1,-1,62,7,109,25,68,22,82,592,93,593,137,560,98,540,99,540,146,539
5,52,38,97,103,120,91,70,78,46,7,74,110,4,104,16,15,120,307,140,304,102,443,137,540,98,311,59,447,123,557,-1,-1,61,27,108,42,69,38,81,591,89,593,137,567,-1,-1,-1,-1,146,548
6,-1,-1,95,104,115,97,77,79,56,16,75,116,4,95,20,7,113,303,134,301,101,440,136,538,99,303,63,450,122,557,-1,-1,56,18,103,47,65,34,79,591,91,593,136,568,99,553,99,550,146,547
7,-1,-1,95,101,119,96,-1,-1,-1,-1,72,114,4,85,24,6,111,296,133,292,99,428,134,530,95,301,68,449,122,553,-1,-1,54,22,106,46,66,38,80,585,90,594,135,559,97,543,97,542,146,542
8,-1,-1,94,101,118,97,-1,-1,-1,-1,69,115,4,82,26,6,109,297,131,295,106,425,133,527,91,301,71,439,122,551,-1,-1,-1,-1,108,50,69,46,79,585,88,594,135,561,96,543,96,540,146,538
9,59,57,98,120,123,111,-1,-1,-1,-1,71,124,5,87,25,6,111,302,135,298,110,433,133,534,91,306,73,438,127,556,-1,-1,63,53,110,72,73,64,83,590,95,594,141,559,98,549,99,544,145,538
10,-1,-1,95,120,124,115,76,75,65,39,65,131,5,80,9,6,113,297,134,295,110,424,130,527,85,299,80,435,126,548,-1,-1,63,59,112,78,68,74,78,590,87,594,136,557,97,538,99,533,145,531
11,-1,-1,96,126,128,128,83,73,50,8,61,128,7,76,5,5,114,300,134,296,117,423,132,527,87,304,85,429,122,550,-1,-1,-1,-1,114,88,72,78,79,590,89,595,134,555,98,533,100,533,145,533
12,-1,-1,97,133,126,135,83,70,45,5,67,135,22,83,5,12,116,302,139,299,122,427,135,524,91,304,89,437,119,553,-1,-1,-1,-1,114,98,74,89,83,593,94,595,131,556,103,540,-1,-1,145,532
13,-1,-1,97,133,128,133,82,67,49,5,68,133,22,79,5,15,114,298,139,296,128,422,132,524,91,300,95,431,114,548,-1,-1,-1,-1,112,98,70,90,80,595,93,595,130,557,99,532,99,530,145,532
14,-1,-1,98,134,127,134,86,80,48,5,70,136,21,73,5,15,114,301,139,299,131,422,131,524,90,307,98,432,116,553,-1,-1,68,79,-1,-1,72,87,78,595,92,595,129,559,98,542,-1,-1,145,532
15,-1,-1,98,134,127,134,83,75,40,5,67,134,21,73,5,19,114,300,137,294,131,419,133,521,87,306,98,429,116,549,-1,-1,67,81,114,100,71,89,77,594,91,595,131,557,96,534,-1,-1,145,532
16,-1,-1,96,134,125,134,78,71,40,5,68,136,21,77,5,17,114,300,137,296,131,418,133,524,92,306,98,430,116,551,-1,-1,66,78,-1,-1,72,88,78,593,94,595,129,557,96,538,-1,-1,145,530
17,-1,-1,96,133,121,128,75,74,38,5,73,137,20,76,5,20,113,305,138,301,136,421,139,524,94,307,98,434,119,554,-1,-1,67,72,113,89,77,87,79,593,92,595,132,558,98,536,98,534,145,532
18,-1,-1,94,126,120,123,75,72,39,5,69,134,20,74,5,12,114,302,137,300,135,424,137,528,94,309,102,434,122,554,-1,-1,65,70,108,87,75,81,79,595,92,595,131,561,96,538,96,538,145,538
