photo number,nose_x,nose_y,neck_x,neck_y,shoulderR_x,shoulderR_y,elbowR_x,elbowR_y,handR_x,handR_y,shoulder_x,shoulder_y,elbowL_x,elbowL_y,handL_x,handL_y,ass_x,ass_y,legR_x,legR_y,kneeR_x,kneeR_y,feetR_x,feetR_y,legL_x,legL_y,kneeL_x,kneeL_y,feetL_x,feetL_y,eyeR_x,eyeR_y,eyeL_x,eyeL_y,earR_x,earR_y,earL_x,earL_y,footBoardR1_x,footBoardR1_y,footBoardR2_x,footBoardR2_y,footBoardR3_x,footBoardR3_y,footBoardL1_x,footBoardL1_y,footBoardL2_x,footBoardL2_y,footBoardL3_x,footBoardL3_y
1,100,21,60,94,91,93,130,200,144,219,22,96,49,192,94,221,48,291,74,291,109,416,94,562,21,293,44,438,18,562,90,8,-1,-1,73,22,-1,-1,56,574,48,565,6,579,127,590,121,592,83,574
2,90,23,47,97,82,92,124,190,144,188,17,100,45,196,105,201,43,294,68,298,98,420,83,563,18,294,42,452,17,563,82,8,-1,-1,64,26,-1,-1,45,566,42,563,6,581,119,584,108,592,72,579
3,84,18,46,92,79,91,129,177,145,159,18,97,58,183,104,170,44,295,67,295,95,418,79,566,20,298,43,451,18,559,79,8,-1,-1,58,23,-1,-1,47,566,44,564,5,576,112,585,105,592,69,582
4,85,18,51,97,83,92,139,161,145,115,18,105,-1,-1,-1,-1,48,302,71,302,98,422,83,572,26,302,48,454,17,564,79,8,-1,-1,61,26,-1,-1,50,572,46,565,5,582,115,587,107,592,72,585
5,86,20,52,101,84,95,144,141,144,88,20,106,-1,-1,-1,-1,51,309,74,307,105,422,81,575,26,312,50,465,18,560,78,8,-1,-1,62,25,-1,-1,51,575,43,565,6,578,116,588,108,592,71,590
6,84,17,51,102,80,95,145,120,140,52,27,102,69,124,-1,-1,50,309,73,308,105,423,79,573,27,311,50,455,18,562,74,8,-1,-1,60,28,-1,-1,48,575,43,568,5,578,112,588,105,592,70,578
7,84,17,52,96,75,94,144,92,131,24,28,96,19,195,-1,-1,51,303,73,301,107,425,77,571,28,306,51,454,18,560,75,8,-1,-1,56,25,-1,-1,45,575,42,570,6,578,111,590,103,592,65,588
8,84,21,53,99,74,98,144,79,126,8,30,99,83,88,100,21,53,302,77,302,106,426,79,570,30,304,53,446,18,555,77,13,-1,-1,62,31,-1,-1,48,570,42,567,6,574,113,587,104,592,67,585
9,89,38,50,114,76,111,144,78,118,8,27,114,74,131,-1,-1,57,312,76,307,107,429,78,572,34,313,50,448,19,557,76,27,-1,-1,60,44,-1,-1,49,573,43,567,6,573,115,587,105,592,68,578
10,85,40,49,109,73,109,144,75,112,8,30,112,81,109,-1,-1,57,303,78,300,102,435,80,563,33,303,46,442,18,549,73,37,-1,-1,58,48,-1,-1,46,574,41,565,6,563,112,586,102,592,70,575
11,81,42,50,111,74,109,144,67,115,7,26,112,-1,-1,-1,-1,56,301,78,299,101,426,78,563,33,304,36,437,14,548,74,33,-1,-1,58,48,-1,-1,44,578,36,572,6,563,114,591,103,593,71,569
12,82,43,48,113,68,113,144,71,121,7,23,114,-1,-1,-1,-1,51,293,78,290,96,419,83,556,23,293,30,427,13,537,71,41,-1,-1,54,59,-1,-1,37,577,33,576,6,553,112,593,110,590,74,566
13,77,69,44,134,71,132,144,85,128,7,23,134,82,85,98,18,50,304,73,303,88,426,90,555,24,304,27,426,13,541,68,64,-1,-1,54,81,-1,-1,38,588,30,585,6,549,101,593,109,592,88,566
14,76,80,42,137,74,135,143,83,140,7,7,139,76,80,108,22,45,305,71,305,86,429,100,557,12,305,23,431,10,538,67,77,-1,-1,48,96,-1,-1,26,593,16,592,7,555,83,550,90,550,102,575
15,70,91,40,144,73,141,118,73,143,6,7,150,73,88,109,32,40,314,67,314,87,435,99,560,11,317,14,440,8,544,58,88,-1,-1,48,106,-1,-1,29,594,17,592,7,560,83,558,89,555,105,578
16,77,93,43,145,77,135,106,60,143,6,7,152,-1,-1,-1,-1,43,315,74,313,91,438,102,565,11,315,22,441,15,552,63,87,-1,-1,52,107,-1,-1,39,594,26,591,7,564,88,560,98,559,106,583
17,84,90,45,145,81,139,112,62,143,6,7,154,-1,-1,-1,-1,45,311,81,311,100,437,117,560,19,313,26,437,22,547,76,86,-1,-1,59,103,-1,-1,43,594,38,590,12,556,98,556,105,554,118,576
18,81,85,45,147,81,142,114,72,143,6,7,155,92,79,134,31,49,310,81,310,100,440,115,565,22,313,29,442,25,545,79,82,-1,-1,61,102,-1,-1,45,594,40,592,22,559,98,559,100,559,121,583
19,87,81,47,139,83,130,113,69,142,6,8,143,98,58,141,16,47,304,77,303,95,439,116,557,11,306,29,432,18,548,75,78,-1,-1,54,96,-1,-1,51,594,44,591,11,556,98,557,113,560,116,573
20,85,81,47,138,85,132,106,64,143,6,7,151,109,57,136,14,50,306,85,305,102,443,117,564,14,309,31,440,28,545,74,79,-1,-1,59,96,-1,-1,52,594,47,588,24,557,102,561,106,558,122,582
21,78,84,44,143,78,133,112,61,143,6,7,146,96,61,131,14,46,314,78,312,94,450,109,569,13,316,29,447,27,547,72,80,-1,-1,53,97,-1,-1,53,594,44,590,24,556,94,560,102,559,112,586
22,76,84,42,138,76,136,108,63,144,7,6,149,80,84,128,15,48,321,76,319,94,452,107,573,20,323,37,451,27,559,71,81,-1,-1,55,98,-1,-1,58,593,55,591,22,573,95,577,113,587,107,591
