photo number,nose_x,nose_y,neck_x,neck_y,shoulderR_x,shoulderR_y,elbowR_x,elbowR_y,handR_x,handR_y,shoulder_x,shoulder_y,elbowL_x,elbowL_y,handL_x,handL_y,ass_x,ass_y,legR_x,legR_y,kneeR_x,kneeR_y,feetR_x,feetR_y,legL_x,legL_y,kneeL_x,kneeL_y,feetL_x,feetL_y,eyeR_x,eyeR_y,eyeL_x,eyeL_y,earR_x,earR_y,earL_x,earL_y,footBoardR1_x,footBoardR1_y,footBoardR2_x,footBoardR2_y,footBoardR3_x,footBoardR3_y,footBoardL1_x,footBoardL1_y,footBoardL2_x,footBoardL2_y,footBoardL3_x,footBoardL3_y
1,71,21,74,103,38,96,5,170,28,132,109,112,112,221,74,205,78,307,53,306,17,416,61,509,100,313,74,453,132,552,61,7,78,7,48,25,89,27,99,590,113,593,145,559,25,539,27,528,74,521
2,71,20,75,110,47,108,5,160,21,97,108,110,106,218,60,178,75,311,52,309,15,419,58,507,98,321,71,453,131,547,61,7,80,9,49,27,92,31,101,590,116,593,145,559,24,539,25,527,71,514
3,71,13,76,100,43,98,5,134,22,62,110,106,94,207,68,126,76,315,53,305,16,422,56,510,100,320,65,451,134,554,63,7,79,7,51,25,94,29,100,590,112,593,145,557,26,536,26,529,68,519
4,55,48,75,68,42,65,5,86,22,8,109,77,98,163,75,86,74,295,51,290,14,407,53,500,98,304,64,443,132,550,52,42,-1,-1,-1,-1,96,27,100,589,113,592,145,555,21,534,23,521,67,512
5,75,53,77,94,45,87,5,87,28,7,109,95,99,166,80,111,72,309,50,306,8,427,53,511,93,320,64,453,132,552,-1,-1,-1,-1,-1,-1,100,29,100,593,113,593,145,557,20,539,20,534,65,519
6,73,32,75,86,46,83,5,66,24,7,109,89,96,145,75,82,65,304,46,301,8,425,53,515,86,311,60,449,132,551,-1,-1,-1,-1,49,16,96,17,100,593,114,593,145,558,23,538,23,534,65,522
7,62,50,74,110,39,108,5,78,31,7,108,110,94,159,78,95,61,316,38,315,5,435,52,518,85,321,61,461,133,556,59,38,74,39,49,39,97,42,100,593,114,593,145,557,20,546,20,538,64,522
8,100,50,75,107,40,101,5,69,30,7,110,109,93,145,79,77,66,305,40,301,10,431,56,520,90,312,67,457,132,554,90,39,103,35,51,35,-1,-1,103,593,118,593,145,559,18,549,22,540,72,527
9,59,54,75,109,43,109,5,71,29,6,112,109,94,143,82,44,62,299,42,294,16,429,59,524,86,301,73,444,129,553,57,39,73,39,47,44,96,39,100,594,115,594,145,559,17,545,17,541,73,535
10,61,53,77,111,44,107,5,67,27,6,113,107,91,125,84,39,61,298,34,292,19,422,59,517,87,300,76,433,131,549,59,41,73,39,-1,-1,96,55,103,594,117,594,145,559,17,547,19,537,73,527
11,58,71,76,114,39,112,5,69,23,6,118,116,91,112,80,22,58,291,36,288,25,415,56,521,89,293,85,420,133,550,58,60,72,60,-1,-1,94,62,105,594,120,594,145,558,17,552,15,543,72,526
12,72,80,77,122,40,119,6,71,23,10,111,136,93,92,79,6,59,292,31,287,31,413,54,517,84,292,91,415,130,551,66,71,79,68,-1,-1,104,82,107,594,126,592,144,553,19,552,12,543,70,523
13,65,85,77,131,39,126,6,78,27,12,114,141,96,91,79,5,58,290,26,286,27,408,48,511,81,294,96,413,132,551,63,79,77,79,-1,-1,95,91,111,595,129,590,144,554,8,554,6,543,65,522
14,80,87,77,142,39,140,20,83,39,5,113,148,101,73,80,5,60,294,34,292,39,412,54,513,85,296,103,418,138,553,68,85,90,85,54,97,103,103,118,595,138,593,144,560,14,557,6,545,73,523
15,77,101,77,155,33,153,20,88,33,5,110,157,102,88,81,9,56,301,28,300,31,417,53,515,86,301,102,419,138,550,61,94,92,92,53,112,108,118,113,595,138,591,143,554,15,558,7,550,72,519
16,74,102,74,154,31,152,15,86,12,9,109,156,98,86,79,5,52,301,23,301,26,423,52,527,82,303,98,427,138,560,60,94,90,94,50,111,104,115,109,595,135,595,143,564,10,564,7,558,74,530
17,74,96,68,152,27,152,14,81,11,5,106,154,91,71,86,8,48,304,14,302,18,431,51,539,76,306,96,431,133,564,61,92,88,90,44,108,96,110,110,595,136,591,143,571,11,576,7,569,71,546
18,66,100,65,155,21,149,11,83,8,5,103,156,84,69,81,10,45,312,11,312,18,435,52,545,72,315,88,436,129,566,52,98,74,97,37,112,88,112,105,595,124,595,143,576,8,576,7,566,72,551
