photo number,nose_x,nose_y,neck_x,neck_y,shoulderR_x,shoulderR_y,elbowR_x,elbowR_y,handR_x,handR_y,shoulder_x,shoulder_y,elbowL_x,elbowL_y,handL_x,handL_y,ass_x,ass_y,legR_x,legR_y,kneeR_x,kneeR_y,feetR_x,feetR_y,legL_x,legL_y,kneeL_x,kneeL_y,feetL_x,feetL_y,eyeR_x,eyeR_y,eyeL_x,eyeL_y,earR_x,earR_y,earL_x,earL_y,footBoardR1_x,footBoardR1_y,footBoardR2_x,footBoardR2_y,footBoardR3_x,footBoardR3_y,footBoardL1_x,footBoardL1_y,footBoardL2_x,footBoardL2_y,footBoardL3_x,footBoardL3_y
1,97,17,52,99,92,92,128,199,144,205,17,99,24,188,-1,-1,46,288,72,288,104,426,92,572,20,290,36,439,17,564,93,8,-1,-1,72,27,-1,-1,52,572,48,570,6,581,125,589,121,592,79,586
2,97,14,52,92,86,87,135,193,144,176,19,101,29,193,98,180,45,293,71,293,102,424,86,572,19,293,37,440,15,567,89,8,-1,-1,68,19,-1,-1,51,572,43,567,6,586,125,591,114,592,78,587
3,87,13,46,97,80,89,129,172,144,144,18,99,46,174,-1,-1,43,297,68,295,93,429,80,574,20,300,42,445,17,566,80,8,-1,-1,62,24,-1,-1,44,573,41,566,6,586,117,587,106,592,68,592
4,91,19,52,96,82,94,137,163,144,117,20,99,-1,-1,-1,-1,46,304,70,302,99,432,82,576,21,307,45,448,17,568,82,8,-1,-1,65,24,-1,-1,50,571,45,568,6,587,120,589,108,592,70,592
5,88,21,54,97,81,94,144,144,140,82,22,98,-1,-1,-1,-1,47,305,72,305,102,432,81,576,22,308,47,450,17,563,81,8,-1,-1,61,23,-1,-1,47,574,44,568,6,581,118,585,109,592,69,592
6,82,13,53,99,79,98,144,117,131,49,29,99,68,122,-1,-1,47,301,70,301,99,431,79,577,22,304,46,452,18,563,78,8,-1,-1,58,26,-1,-1,46,571,42,566,6,580,112,585,104,592,68,590
7,82,13,52,96,73,94,144,96,129,24,32,96,81,101,102,34,49,298,70,298,104,426,79,569,27,303,49,444,17,563,78,8,-1,-1,58,24,-1,-1,47,569,44,564,6,581,111,585,106,592,69,585
8,87,16,51,98,73,97,145,82,121,8,33,98,85,87,100,19,55,301,76,298,104,429,79,573,33,302,51,446,16,560,80,10,-1,-1,61,27,-1,-1,51,574,45,566,5,577,111,586,104,592,71,581
9,84,25,52,99,74,96,145,79,118,8,33,99,85,80,96,13,57,297,75,295,98,427,78,567,33,300,46,438,18,558,75,13,-1,-1,58,28,-1,-1,50,573,46,567,5,575,110,587,101,592,68,575
10,86,29,48,103,67,103,144,77,116,8,33,103,83,82,93,21,55,295,75,293,100,425,78,562,33,298,36,430,17,553,75,26,-1,-1,60,38,-1,-1,44,573,36,571,6,568,113,591,102,592,70,573
11,81,35,45,102,66,104,144,69,125,7,29,102,84,70,96,12,52,290,73,290,93,423,82,558,29,290,32,421,15,543,71,31,-1,-1,56,38,-1,-1,35,577,30,574,6,559,111,593,100,593,71,568
12,83,59,50,122,74,125,144,89,131,7,23,125,85,74,98,20,51,295,75,295,87,422,91,552,23,297,27,422,13,533,71,55,-1,-1,54,73,-1,-1,36,576,30,576,6,548,105,593,110,589,87,561
13,76,72,47,131,76,128,139,84,144,7,19,135,71,88,107,23,47,301,71,301,88,432,94,559,20,301,23,434,13,541,70,67,-1,-1,53,82,-1,-1,34,593,27,591,6,556,84,555,88,555,98,577
14,75,81,40,137,75,133,124,72,144,6,6,145,75,83,107,40,40,313,71,313,81,437,92,561,13,310,23,431,8,542,69,79,-1,-1,52,96,-1,-1,26,594,21,590,6,555,75,551,78,551,96,579
15,82,92,42,152,76,143,112,61,144,6,6,159,79,82,105,49,42,321,72,321,88,439,97,564,19,321,26,439,19,545,73,88,-1,-1,55,104,-1,-1,37,594,27,594,10,559,76,559,79,559,105,583
16,88,91,40,152,76,144,112,64,143,6,7,156,103,55,135,10,40,315,74,313,92,435,106,558,15,317,25,435,19,548,76,88,-1,-1,56,105,-1,-1,40,594,36,591,11,557,83,557,90,554,110,574
17,85,89,44,148,79,142,118,66,143,6,7,157,104,60,140,17,46,311,78,309,99,443,109,560,12,314,26,435,18,546,79,87,-1,-1,60,102,-1,-1,44,594,34,592,7,558,85,558,90,558,118,580
18,91,89,41,153,76,144,115,66,142,6,8,158,50,143,-1,-1,48,315,76,314,94,446,112,563,12,315,29,438,15,546,77,88,-1,-1,58,105,-1,-1,36,594,29,592,11,562,91,563,95,563,114,581
19,83,95,45,147,86,141,119,64,143,6,7,158,83,81,131,20,49,309,83,309,100,445,116,563,19,311,28,435,24,543,80,87,-1,-1,61,100,-1,-1,45,594,39,590,12,556,92,556,100,553,119,580
20,86,86,46,140,86,137,119,57,143,6,7,150,86,71,123,23,53,307,86,306,102,447,116,565,22,312,31,432,24,545,82,81,-1,-1,62,95,-1,-1,46,594,39,592,22,559,88,563,95,563,119,582
21,90,94,51,148,93,144,119,54,143,6,7,155,-1,-1,-1,-1,51,313,90,312,103,446,101,569,15,315,32,441,12,552,75,89,-1,-1,56,105,-1,-1,54,583,46,578,9,569,126,594,132,592,96,585
